3,0.0020054
3,0.0015036
3,0.0005021
3,0.0005012
4,0.0005087
4,0.0010378
4,0.0005363
4,0.000469
5,0.0015041
5,0.001003
5,0.0015059
5,0.0010006
6,0.0010027
6,0.0020125
6,0.0015059
6,0.001436
7,0.0019978
7,0.0020057
7,0.002006
7,0.002063
8,0.0025056
8,0.0030083
8,0.002005
8,0.0029902
9,0.0025069
9,0.0025062
9,0.0029753
9,0.0029891
10,0.0035092
10,0.0040107
10,0.0050131
10,0.005011
11,0.005013
11,0.0060475
11,0.0045125
11,0.0045005
12,0.0050226
12,0.0055139
12,0.0050472
12,0.0070448
13,0.007019
13,0.0060157
13,0.0065175
13,0.0065172
14,0.0065166
14,0.007074
14,0.0070421
14,0.0065172
15,0.007018
15,0.0085216
15,0.0085213
15,0.0070049
16,0.0231082
16,0.0090243
16,0.0095255
16,0.0094955
17,0.0115347
17,0.0145743
17,0.0100264
17,0.0100267
18,0.011021
18,0.011029
18,0.0110423
18,0.0115303
19,0.0125335
19,0.0145382
19,0.0150385
19,0.0130343
20,0.0155442
20,0.0160435
20,0.0155067
20,0.01504
21,0.015549
21,0.0155415
21,0.0160412
21,0.016018
22,0.021056
22,0.0185489
22,0.0180459
22,0.0175481
23,0.0205546
23,0.020053
23,0.0185492
23,0.0185492
24,0.0215575
24,0.0230971
24,0.0235536
24,0.0205545
25,0.0240641
25,0.0230614
25,0.0245493
25,0.0230703
26,0.0270724
26,0.0265615
26,0.027072
26,0.0245656
27,0.0275732
27,0.0260694
27,0.0285417
27,0.0280747
28,0.0315841
28,0.0300783
28,0.0320902
28,0.0295785
29,0.0330881
29,0.0315833
29,0.0335895
29,0.0350936
30,0.0335856
30,0.0345919
30,0.0346369
30,0.0340961
31,0.0396055
31,0.0371681
31,0.036566
31,0.0370987
32,0.0415988
32,0.0456213
32,0.0441534
32,0.0396059
33,0.0441174
33,0.0436165
33,0.0436192
33,0.0436159
34,0.0521387
34,0.0470905
34,0.062129
34,0.0451201
35,0.0677169
35,0.0501301
35,0.0556479
35,0.0496319
36,0.0827779
36,0.0516415
36,0.0536432
36,0.0551347
37,0.0641716
37,0.0576219
37,0.0546455
37,0.0566505
38,0.0767039
38,0.066225
38,0.058155
38,0.0601609
39,0.095754
39,0.063168
39,0.0626672
39,0.0656743
40,0.0987311
40,0.0862297
40,0.0656902
40,0.0651733
41,0.1027736
41,0.0731948
41,0.0697183
41,0.0822188
42,0.1133014
42,0.0787444
42,0.0727239
42,0.0746983
43,0.1137699
43,0.0812161
43,0.0801807
43,0.0821836
44,0.1022724
44,0.0827203
44,0.0832214
44,0.0852586
45,0.1102922
45,0.0907073
45,0.0877336
45,0.0907091
46,0.0917772
46,0.0972606
46,0.0902401
46,0.0947186
47,0.1007743
47,0.0997298
47,0.1022724
47,0.1188204
48,0.106814
48,0.1042771
48,0.1047465
48,0.1057813
49,0.1073047
49,0.1093274
49,0.108788
49,0.1067842
50,0.1263346
50,0.113811
50,0.1168809
50,0.1137752
51,0.1203198
51,0.1183141
51,0.1348562
52,0.1293528
52,0.1263361
52,0.1228314
53,0.1323521
53,0.1358589
53,0.1293445
54,0.1348803
54,0.1501414
54,0.1398972
55,0.1418505
55,0.147427
55,0.1453868
56,0.1503686
56,0.1584245
56,0.1478943
57,0.1724585
57,0.1614297
57,0.1589241
58,0.1659735
58,0.1624322
58,0.1684616
59,0.1729615
59,0.170452
59,0.1729601
60,0.1945175
60,0.1794774
60,0.1769863
61,0.190972
61,0.189085
61,0.1874989
62,0.1940224
62,0.1965252
62,0.2079692
63,0.228647
63,0.2336219
63,0.2005326
64,0.2070513
64,0.2286593
64,0.2170422
65,0.2255987
65,0.2236276
65,0.2225922
66,0.2472015
66,0.2317406
66,0.2336218
67,0.2596879
67,0.2381656
67,0.2381352
68,0.2466559
68,0.2481334
68,0.2526984
69,0.2586885
69,0.2682137
69,0.2757341
70,0.2696851
70,0.2691837
70,0.2842381
71,0.279743
71,0.3860598
71,0.2882506
72,0.2957923
72,0.316843
72,0.2852588
73,0.299416
73,0.3599751
73,0.3213221
74,0.3725227
74,0.3203149
74,0.3173444
75,0.3374762
75,0.3248633
75,0.3243673
76,0.3303776
76,0.3539365
76,0.344932
77,0.3455008
77,0.3609958
77,0.352506
78,0.3715323
78,0.3775397
78,0.3604216
79,0.3715213
79,0.3806363
79,0.3779691
80,0.4129452
80,0.3965906
80,0.3880987
81,0.4035411
81,0.4005971
81,0.4015306
82,0.4196165
82,0.4301904
82,0.4355679
83,0.4276994
83,0.4301678
83,0.4371279
84,0.4439576
84,0.5123956
84,0.4416753
85,0.4722892
85,0.4682457
85,0.4632246
86,0.4964073
86,0.4727594
86,0.4893015
87,0.4898042
87,0.512362
87,0.5012981
88,0.5018398
88,0.5133646
88,0.5178917
89,0.5324778
89,0.5419447
89,0.529949
90,0.555535
90,0.5584516
90,0.5584687
91,0.5639637
91,0.5589873
91,0.569014
92,0.5624965
92,0.5826667
92,0.5936161
93,0.6061562
93,0.6107023
93,0.5976212
94,0.6322271
94,0.6513109
94,0.619651
95,0.6447089
95,0.6346886
95,0.6372387
96,0.6602559
96,0.6617245
96,0.6692474
97,0.6938469
97,0.8131277
97,0.6849229
98,0.7249614
98,0.7113582
98,0.7053924
99,0.7349556
99,0.735001
99,0.7244275
